GRB,Time,Tpos,Tneg,Flux,Fluxpos,Fluxneg
130912A,18010.467,918.522,-1623.809,6.3882978e-13,1.622593809e-13,-1.622593809e-13
130912A,28667.932,7565.218,-6498.918,2.944410378e-13,5.70633945e-14,-5.70633945e-14
130912A,109004.661,34509.667,-23474.077,5.18461e-14,0.0,inf
130822A,140.331,1454.307,-55.087,6.05252252e-13,1.337451512e-13,-1.337451512e-13
130822A,31547.022,9464.398,-9464.398,6.146404e-14,0.0,inf
130716A,82.1489036561798,1.42303636543815,-1.69397265223536,3.40434948369838e-10,6.21561857369572e-11,-6.21557031568e-11
130716A,86.5408257136427,2.85860330962311,-2.96888569202478,3.91240410295974e-10,4.85276664820642e-11,-4.85276108466552e-11
130716A,102.022,3.241,-3.34,1.656464447e-10,3.255030504e-11,-3.255028458e-11
130716A,108.217,2.752,-2.954,1.836764787e-10,3.74757295e-11,-3.74757295e-11
130716A,132.676,14.097,-18.498,1.939201187e-10,4.33618669e-11,-4.33618669e-11
130716A,381.837,883.191,-235.065,1.591950998e-12,3.88317501e-13,-3.88317501e-13
130716A,7674.123,39015.243,-3069.825,4.75969505e-14,1.572543324e-14,-1.314022017e-14
130603B,48.6317549305309,4.35625005194062,-4.69690294327199,1.20319714642624e-10,2.32133741266489e-11,-2.32209201741464e-11
130603B,71.482,10.348,-8.817,9.49788765e-11,1.891253705e-11,-1.891490225e-11
130603B,89.385,5.904,-7.555,8.6429153e-11,1.720937405e-11,-1.72114655e-11
130603B,101.848,11.519,-6.559,1.04456576e-10,2.080022215e-11,-2.080282825e-11
130603B,125.485,10.328,-12.118,7.71640295e-11,1.4926894e-11,-1.49285803e-11
130603B,147.326,8.082,-11.512,9.59280955e-11,1.910978305e-11,-1.911138905e-11
130603B,168.806,8.869,-13.398,6.91145385e-11,1.604928725e-11,-1.60499698e-11
130603B,184.438,10.492,-6.764,1.250274285e-10,2.28484963e-11,-2.28501023e-11
130603B,215.126,18.678,-20.196,6.5168195e-11,1.298294415e-11,-1.29838968e-11
130603B,244.435,16.537,-10.631,9.34309115e-11,1.775048655e-11,-1.77520013e-11
130603B,279.571,9.783,-18.599,8.87578165e-11,1.62181107e-11,-1.62196364e-11
130603B,301.002,7.607,-11.647,9.76346165e-11,1.889029395e-11,-1.88918963e-11
130603B,317.373,15.511,-8.764,7.17650955e-11,1.349099495e-11,-1.34921958e-11
130603B,348.075,4.813,-15.191,9.0275961e-11,1.79833164e-11,-1.798491145e-11
130603B,379.877,9.566,-26.99,8.22965135e-11,1.50390001e-11,-1.504014985e-11
130603B,395.367,7.065,-5.924,9.81537925e-11,1.79339392e-11,-1.79357934e-11
130603B,419.791,10.084,-17.359,8.91257e-11,1.77545563e-11,-1.77560674e-11
130603B,445.362,19.795,-15.487,5.53457165e-11,1.135780355e-11,-1.13585956e-11
130603B,481.771,11.704,-16.614,8.03605535e-11,1.64907511e-11,-1.64919848e-11
130603B,500.389,7.641,-6.914,8.82005345e-11,1.6117232e-11,-1.61185825e-11
130603B,532.519,15.948,-24.489,5.97200225e-11,1.22558021e-11,-1.225660145e-11
130603B,557.693,16.621,-9.226,6.1043038e-11,1.252887685e-11,-1.252940975e-11
130603B,606.816,43.67,-32.503,5.41501225e-11,1.04779382e-11,-1.04786536e-11
130603B,660.184,14.93,-9.698,6.69425695e-11,1.373766925e-11,-1.373862555e-11
130603B,690.182,11.09,-15.068,6.4493967e-11,1.24780579e-11,-1.247914925e-11
130603B,134.958,68.432,-63.176,9.6086907e-11,2.145145515e-11,-2.145145515e-11
130603B,276.342,61.525,-72.953,6.8433339e-11,1.618365835e-11,-1.618365835e-11
130603B,415.986,69.216,-78.119,6.9367739e-11,1.613018585e-11,-1.613018585e-11
130603B,576.967,59.248,-91.765,3.8371647e-11,8.9494788e-12,-8.9494788e-12
130603B,682.628,36.936,-46.413,5.1810217e-11,1.194670915e-11,-1.194670915e-11
130603B,751.762,32.992,-32.198,3.22014096e-11,6.29338475e-12,-6.29338475e-12
130603B,3995.091,25.415,-32.254,1.776738605e-11,3.8921629e-12,-3.8921629e-12
130603B,4060.917,49.852,-40.412,1.061004265e-11,2.382117385e-12,-2.382117385e-12
130603B,4142.315,31.137,-31.546,1.5365843e-11,3.45689091e-12,-3.45689091e-12
130603B,4201.628,26.984,-28.177,1.750457145e-11,3.95010665e-12,-3.95010665e-12
130603B,4275.249,46.134,-46.636,1.030891765e-11,2.323952445e-12,-2.323952445e-12
130603B,4351.823,24.721,-30.44,1.75596901e-11,3.93841935e-12,-3.93841935e-12
130603B,4414.238,30.004,-37.694,1.42744273e-11,3.2080872e-12,-3.2080872e-12
130603B,4490.445,31.523,-46.203,1.24921177e-11,2.81324553e-12,-2.81324553e-12
130603B,4549.784,22.33,-27.816,1.94180365e-11,4.36852075e-12,-4.36852075e-12
130603B,4612.045,40.303,-39.931,1.204920845e-11,2.702487375e-12,-2.702487375e-12
130603B,4688.275,36.786,-35.926,1.32290308e-11,2.97616693e-12,-2.97616693e-12
130603B,4759.484,40.796,-34.424,1.280764925e-11,2.881367305e-12,-2.881367305e-12
130603B,4864.036,31.522,-63.756,1.01559717e-11,2.275548335e-12,-2.275548335e-12
130603B,4929.134,31.615,-33.576,1.52088638e-11,3.414624275e-12,-3.414624275e-12
130603B,5006.183,47.336,-45.434,1.047581755e-11,2.354373735e-12,-2.354373735e-12
130603B,5090.812,47.955,-37.293,1.137667405e-11,2.54905926e-12,-2.54905926e-12
130603B,5165.703,20.704,-26.935,2.067954585e-11,4.6334633e-12,-4.6334633e-12
130603B,5277.766,56.573,-91.359,6.4857653e-12,1.465082625e-12,-1.465082625e-12
130603B,5405.707,41.461,-71.368,8.5460662e-12,1.924588425e-12,-1.924588425e-12
130603B,5489.865,37.537,-42.698,1.208829995e-11,2.71676873e-12,-2.71676873e-12
130603B,5569.704,55.483,-42.302,1.556344305e-11,3.50098291e-12,-3.50098291e-12
130603B,5724.109,69.068,-98.922,1.01352397e-11,2.29819403e-12,-2.29819403e-12
130603B,5849.241,71.81,-56.063,8.3558574e-12,1.88555569e-12,-1.88555569e-12
130603B,5965.5,50.829,-44.449,1.01156173e-11,2.27342075e-12,-2.27342075e-12
130603B,6078.215,78.524,-61.886,6.8053666e-12,1.53414245e-12,-1.53414245e-12
130603B,6203.105,28.854,-46.366,1.27608964e-11,2.865017495e-12,-2.865017495e-12
130603B,6277.168,45.053,-45.21,1.063446115e-11,2.3900273e-12,-2.3900273e-12
130603B,6382.402,37.606,-60.18,1.0299059e-11,2.26050705e-12,-2.26050705e-12
130603B,6481.077,71.813,-61.07,7.61715215e-12,1.67024584e-12,-1.67024584e-12
130603B,9850.325,51.078,-64.258,7.69911655e-12,1.725508665e-12,-1.725508665e-12
130603B,9990.117,111.871,-88.714,4.3429306e-12,9.85715715e-13,-9.85715715e-13
130603B,10203.865,88.676,-101.877,4.81557275e-12,1.06471449e-12,-1.06471449e-12
130603B,11757.498,113.644,-127.058,2.90190841e-12,7.5741442e-13,-7.5741442e-13
130603B,11982.328,109.458,-111.186,4.25632705e-12,9.58283775e-13,-9.58283775e-13
130603B,12211.311,108.636,-119.525,5.5475109e-12,1.074532625e-12,-1.074532625e-12
130603B,15698.034,114.476,-193.923,2.23029381e-12,5.9176209e-13,-5.9176209e-13
130603B,16461.006,1628.833,-648.496,2.260656335e-12,3.87452245e-13,-3.87452245e-13
130603B,21507.461,205.847,-182.787,1.81026276e-12,4.71304425e-13,-4.71304425e-13
130603B,21967.135,267.69,-253.826,1.866367275e-12,4.12635785e-13,-4.12635785e-13
130603B,34798.981,4321.953,-7715.273,4.74850035e-13,1.267573095e-13,-1.267573095e-13
130603B,39801.126,673.747,-680.192,6.1575281e-13,1.49322084e-13,-1.49322084e-13
130603B,48075.636,3618.465,-3215.581,3.31267576e-13,7.5104955e-14,-7.5104955e-14
130603B,109812.243,177982.605,-29985.612,3.02717787e-14,1.260670945e-14,-1.01915227e-14
130515A,147.808,92.734,-65.226,6.46170525e-12,1.455022527e-12,-1.455022527e-12
130515A,376.93,425.508,-136.388,1.510695795e-12,4.09087917e-13,-4.09087917e-13
130515A,11459.55,22649.62,-7297.045,1.2599223e-13,0.0,inf
121226A,90.0206087281083,4.55566226941605,-4.30700477151186,1.02870659790075e-10,2.61276951371943e-11,-2.61483739674512e-11
121226A,146.184,40.615,-37.112,2.942213085e-11,6.32947896e-12,-6.32947896e-12
121226A,206.851,20.065,-20.052,5.55033339e-11,1.213457805e-11,-1.213457805e-11
121226A,257.279,42.349,-30.363,2.904001758e-11,6.50635965e-12,-6.50635965e-12
121226A,399.758,100.454,-100.131,1.045944837e-11,2.376238977e-12,-2.376238977e-12
121226A,569.931,63.169,-69.719,1.353290526e-11,3.05331642e-12,-3.05331642e-12
121226A,736.129,92.54,-103.029,8.6418801e-12,1.596006342e-12,-1.596006342e-12
121226A,4393.779,234.571,-354.647,1.444881375e-12,3.806109153e-13,-3.806109153e-13
121226A,4921.982,247.947,-293.632,1.555124319e-12,4.09863636e-13,-4.09863636e-13
121226A,5473.024,398.952,-303.095,1.193964723e-12,3.1549581e-13,-3.1549581e-13
121226A,6120.524,493.153,-248.549,1.185574698e-12,3.123043371e-13,-3.123043371e-13
121226A,12246.874,5909.975,-2436.956,4.178964069e-13,7.26350373e-14,-7.26350373e-14
121226A,45514.579,70719.271,-12646.389,7.14353409e-14,2.059758414e-14,-2.059758414e-14
121226A,121053.346,4636.653,-1585.828,8.39634012e-14,6.47494281e-14,-4.360797189e-14
120804A,83.132785617016,4.38165235648334,-4.06288160443886,4.60098862528074e-10,5.19014005410083e-11,-5.19604638214403e-11
120804A,99.496,2.33,-2.184,3.31326481e-10,6.0496356e-11,-6.0501258e-11
120804A,104.474,2.817,-2.649,2.67768697e-10,5.030957e-11,-5.03186e-11
120804A,111.713,2.896,-4.422,2.07435913e-10,3.79029477e-11,-3.79233211e-11
120804A,119.108,3.144,-4.499,1.9412479e-10,3.65214953e-11,-3.65598169e-11
120804A,126.31,3.771,-4.059,1.89241796e-10,3.56324703e-11,-3.56975293e-11
120804A,150.038,20.572,-17.038,9.3639552e-11,2.05928075e-11,-2.05928075e-11
120804A,185.88,14.817,-15.271,1.14793574e-10,2.45949078e-11,-2.45949078e-11
120804A,213.991,11.779,-13.294,1.33524374e-10,2.91749453e-11,-2.91749453e-11
120804A,239.956,15.903,-14.185,1.15202504e-10,2.46825203e-11,-2.46825203e-11
120804A,268.627,14.812,-12.768,1.14130385e-10,2.56939018e-11,-2.56939018e-11
120804A,296.147,14.872,-12.708,1.15822822e-10,2.60394971e-11,-2.60394971e-11
120804A,321.755,9.323,-10.736,1.56035347e-10,3.50325601e-11,-3.50325601e-11
120804A,346.139,10.013,-15.061,1.32419274e-10,2.91588805e-11,-2.91588805e-11
120804A,375.815,25.468,-19.664,7.0494329e-11,1.59135045e-11,-1.59135045e-11
120804A,434.859,46.658,-33.576,3.90806962e-11,8.8341866e-12,-8.8341866e-12
120804A,505.256,33.929,-23.739,5.4734184e-11,1.23221746e-11,-1.23221746e-11
120804A,561.519,32.828,-22.333,5.773309e-11,1.29973133e-11,-1.29973133e-11
120804A,651.356,58.327,-57.009,2.85542919e-11,6.3370476e-12,-6.3370476e-12
120804A,746.378,41.031,-36.695,4.20586483e-11,9.2734015e-12,-9.2734015e-12
120804A,856.853,73.468,-69.443,2.92377898e-11,5.7183679e-12,-5.7183679e-12
120804A,4340.023,98.297,-104.796,5.7780433e-12,1.27131822e-12,-1.27131822e-12
120804A,4532.705,146.317,-94.385,4.08624055e-12,9.811611e-13,-9.811611e-13
120804A,4791.32,83.272,-112.299,5.605996e-12,1.27182519e-12,-1.27182519e-12
120804A,4973.238,182.175,-98.645,3.71128915e-12,8.638485e-13,-8.638485e-13
120804A,5250.644,140.457,-95.231,3.48685108e-12,9.1432319e-13,-9.1432319e-13
120804A,5510.907,120.896,-119.807,3.38616443e-12,8.9664804e-13,-8.9664804e-13
120804A,5790.804,176.981,-159.0,2.40238549e-12,6.4245913e-13,-6.4245913e-13
120804A,6276.89,425.52,-309.106,1.9825451e-12,3.94132109e-13,-3.94132109e-13
120804A,10575.533,1900.942,-697.468,1.55198825e-12,3.00080918e-13,-3.00080918e-13
120804A,16400.73,1847.874,-598.446,1.08104795e-12,2.79249138e-13,-2.79249138e-13
120804A,22589.888,1430.259,-1164.796,5.8453211e-13,1.16729649e-13,-1.16729649e-13
120804A,28299.09,4679.55,-1021.015,5.3109558e-13,1.43711977e-13,-1.43711977e-13
120804A,34022.081,1541.586,-1043.441,5.9188898e-13,1.16250844e-13,-1.16250844e-13
120804A,42065.764,5043.533,-3103.731,2.69993646e-13,7.0341636e-14,-7.0341636e-14
120804A,57008.464,16885.77,-5860.42,3.96768568e-13,8.4961722e-14,-8.4961722e-14
120804A,135617.517,76817.826,-33378.798,1.80358641e-13,5.0336273e-14,-5.0336273e-14
120804A,385459.397,105554.974,-161141.879,3.76884379e-14,1.23588364e-14,-1.23588364e-14
120804A,504776.071,8739.229,-8739.229,3.483989e-13,0.0,inf
120630A,174.951,121.027,-79.558,5.36423526e-12,1.20559905e-12,-1.20559905e-12
120630A,518.868,1005.687,-222.889,9.3840138e-13,2.049537222e-13,-2.049537222e-13
120521A,98.666,17.265,-15.33,6.16459812e-11,1.346559648e-11,-1.346559648e-11
120521A,129.147,11.857,-13.217,8.54111256e-11,1.820971872e-11,-1.820971872e-11
120521A,153.97,17.122,-12.966,6.63780444e-11,1.455699732e-11,-1.455699732e-11
120521A,186.939,14.241,-15.847,6.77411688e-11,1.482640764e-11,-1.482640764e-11
120521A,218.389,17.893,-17.21,5.36157972e-11,1.206416376e-11,-1.206416376e-11
120521A,252.307,19.078,-16.025,5.45208468e-11,1.228067148e-11,-1.228067148e-11
120521A,325.513,266.806,-54.129,7.49586996e-12,1.437217344e-12,-1.437217344e-12
120521A,4847.675,6492.542,-788.546,1.3268496e-13,0.0,inf
120305A,56.747446981932,1.69968997343219,-1.36036698497231,7.64466732416543e-10,1.15584112033686e-10,-1.1644851458371e-10
120305A,60.3090574070334,2.26832760130171,-1.86192045166919,1.23250045680389e-09,1.95632655539668e-10,-1.88213248966721e-10
120305A,71.712,1.667,-2.27,1.450432236e-09,2.290830597e-10,-2.248068581e-10
120305A,76.345,2.699,-2.966,9.62628381e-10,1.607777567e-10,-1.587484371e-10
120305A,81.287,2.169,-2.243,1.02699916e-09,2.0338296e-10,-1.73669727e-10
120305A,86.35,2.175,-2.894,8.15067044e-10,1.811158723e-10,-1.64615e-10
120305A,91.43,2.319,-2.905,7.04937805e-10,1.514797152e-10,-1.480404343e-10
120305A,95.931,2.072,-2.182,8.19731286e-10,1.657370429e-10,-1.637982841e-10
120305A,100.447,2.275,-2.445,7.22833034e-10,1.405587953e-10,-1.405924399e-10
120305A,104.829,2.186,-2.107,7.35307694e-10,1.427012257e-10,-1.435885231e-10
120305A,109.088,2.143,-2.073,7.71455795e-10,1.43507298e-10,-1.455908729e-10
120305A,113.652,2.47,-2.42,7.12860071e-10,1.379116959e-10,-1.376049257e-10
120305A,118.749,2.552,-2.627,6.75902425e-10,1.381196971e-10,-1.36198392e-10
120305A,124.189,3.201,-2.887,6.01583488e-10,1.233479137e-10,-1.215361114e-10
120305A,130.274,2.779,-2.884,6.59670935e-10,1.403946764e-10,-1.365299221e-10
120305A,135.999,2.77,-2.946,7.08918331e-10,1.564315599e-10,-1.455224111e-10
120305A,141.772,2.962,-3.003,7.05004553e-10,1.549730259e-10,-1.372573851e-10
120305A,148.479,2.806,-3.745,7.39207491e-10,1.614612472e-10,-1.35140797e-10
120305A,164.022,7.404,-7.64,4.97134594e-10,9.09302141e-11,-9.09302141e-11
120305A,178.914,7.556,-7.488,3.313501961e-10,7.47067519e-11,-7.47067519e-11
120305A,194.702,9.32,-8.231,2.99055845e-10,6.53446684e-11,-6.53446684e-11
120305A,213.639,10.441,-9.617,2.738250108e-10,5.88196004e-11,-5.88196004e-11
120305A,257.667,49.154,-33.587,6.0026747e-11,1.36089701e-11,-1.36089701e-11
120305A,369.714,235.476,-62.892,8.67635153e-12,1.938126498e-12,-1.938126498e-12
120305A,14009.382,85130.552,-8852.17,3.236523477e-14,1.564660614e-14,-1.23233495e-14
111222A,96842.407,3356.507,-3971.583,5.23420227e-13,1.089431347e-13,-1.089431347e-13
111222A,767346.827,42356.016,-10093.445,2.9181632e-13,0.0,inf
111222A,4039501.255,51722.52,-115250.042,1.6059893e-13,0.0,inf
111121A,66.7627994908535,0.317528513609687,-0.346074468163707,4.82112931206283e-09,5.84653503908356e-10,-5.84656677035227e-10
111121A,67.350187133613,0.315430885594012,-0.269859129149793,5.45415966543926e-09,6.61415782851478e-10,-6.61416596808795e-10
111121A,68.0161830123958,0.305934988691419,-0.350564993188783,4.89268320587119e-09,5.9332798311732e-10,-5.93331699114638e-10
111121A,68.6380206016002,0.308558394684312,-0.315902600512985,5.21489621937256e-09,6.32559473792127e-10,-6.32667319451061e-10
111121A,69.1755405924549,0.269195428213123,-0.228961596170379,4.41022128859649e-09,6.58327424776218e-10,-6.58579980123873e-10
111121A,69.7477226247862,0.310825365638934,-0.302986604118161,3.62244729583868e-09,5.41884146214284e-10,-5.42235572192926e-10
111121A,70.3350508491126,0.328390170048621,-0.276502858687479,3.68054846598554e-09,5.51013718227429e-10,-5.5144355596255e-10
111121A,70.9318658430914,0.252873167345555,-0.268424823930246,4.34355495876454e-09,6.50689165135052e-10,-6.513022995662e-10
111121A,71.5106815289286,0.344835458021279,-0.32594251849163,5.12180694402072e-09,6.27524109921223e-10,-6.28998799648589e-10
111121A,72.2143574874147,0.326125527271927,-0.358840500464765,5.05953447275524e-09,6.23451170336021e-10,-6.26440129824142e-10
111121A,72.9002073416537,0.269964651228122,-0.359724326967083,5.65772419299929e-09,7.059467966885e-10,-7.13507838292193e-10
111121A,73.5351132090988,0.311128818286917,-0.364941216216977,5.44479507467182e-09,6.95465704149421e-10,-7.08330123620647e-10
111121A,74.20147861325,0.343999389878093,-0.355236585864304,5.41636021942221e-09,7.27749208197795e-10,-7.38997339329072e-10
111121A,74.8749723362109,0.357284689133863,-0.329494333082849,6.01884789034172e-09,8.60418581454454e-10,-8.48030535926352e-10
111121A,75.6680595612615,0.379936423292776,-0.435802535916721,4.60706885036102e-09,7.28614511626e-10,-6.71979743266488e-10
111121A,83.731,0.585,-0.525,4.78635294e-09,6.04573526e-10,-6.04495379e-10
111121A,84.861,0.481,-0.545,3.425066932e-09,5.30129597e-10,-5.3166466e-10
111121A,85.79,0.374,-0.448,4.470690244e-09,6.94825542e-10,-6.84162818e-10
111121A,86.648,0.451,-0.483,3.820998022e-09,5.90024931e-10,-5.84860831e-10
111121A,87.528,0.574,-0.43,3.451321582e-09,5.56661646e-10,-5.49639841e-10
111121A,88.583,0.478,-0.481,3.611400913e-09,5.89243004e-10,-5.77098229e-10
111121A,89.59,0.469,-0.529,3.522780844e-09,5.54599662e-10,-5.49624303e-10
111121A,90.449,0.439,-0.39,4.177288932e-09,6.56007048e-10,-6.5992171e-10
111121A,91.443,0.411,-0.556,3.584857896e-09,5.5621013e-10,-5.62822463e-10
111121A,92.555,0.496,-0.701,2.892341118e-09,4.487892181e-10,-4.542181039e-10
111121A,93.639,0.476,-0.588,3.307040284e-09,5.13042824e-10,-5.18773604e-10
111121A,94.616,0.413,-0.501,4.050206372e-09,6.03779717e-10,-6.10942735e-10
111121A,95.43,0.468,-0.4,4.487362061e-09,6.59865042e-10,-6.68112521e-10
111121A,96.369,0.473,-0.471,4.472315336e-09,6.30955222e-10,-6.39369049e-10
111121A,97.467,0.443,-0.624,3.418269514e-09,5.19777633e-10,-5.25728687e-10
111121A,98.433,0.568,-0.523,3.24515243e-09,5.13712329e-10,-5.19476013e-10
111121A,99.551,0.554,-0.55,3.253060358e-09,5.04857497e-10,-5.10630778e-10
111121A,100.589,0.514,-0.484,3.436063266e-09,5.66974308e-10,-5.72592666e-10
111121A,101.608,0.593,-0.505,3.324146708e-09,5.0741624e-10,-5.12382916e-10
111121A,102.615,0.452,-0.414,4.274748752e-09,6.45077893e-10,-6.47703815e-10
111121A,103.663,0.552,-0.596,4.75772646e-09,5.89145663e-10,-5.9956572e-10
111121A,104.745,0.365,-0.53,4.109739305e-09,6.13931515e-10,-6.20927728e-10
111121A,105.714,0.56,-0.604,3.157419855e-09,4.71021674e-10,-4.76721835e-10
111121A,106.879,0.59,-0.605,3.095684639e-09,4.68432312e-10,-4.722638e-10
111121A,107.983,0.426,-0.514,3.852977511e-09,5.87298926e-10,-5.93595472e-10
111121A,108.961,0.561,-0.553,3.249835766e-09,4.97678484e-10,-5.01403034e-10
111121A,109.942,0.482,-0.42,4.072884083e-09,6.20772348e-10,-6.18460842e-10
111121A,110.85,0.414,-0.426,4.245300129e-09,7.04583406e-10,-6.75788293e-10
111121A,111.887,0.457,-0.623,3.401944103e-09,5.60317189e-10,-5.24364999e-10
111121A,112.958,0.715,-0.614,2.723374965e-09,4.384657252e-10,-4.24227159e-10
111121A,114.232,0.558,-0.559,3.288141049e-09,5.69093874e-10,-5.11421388e-10
111121A,115.398,0.71,-0.608,2.583168736e-09,4.6375446e-10,-4.100603875e-10
111121A,116.789,0.657,-0.681,2.543087094e-09,4.299470167e-10,-3.944745396e-10
111121A,118.138,0.902,-0.692,2.102752513e-09,3.929251268e-10,-3.354037707e-10
111121A,119.988,0.821,-0.947,1.866912179e-09,3.272578371e-10,-3.004667148e-10
111121A,121.947,1.047,-1.138,1.534250454e-09,2.885574776e-10,-2.475931858e-10
111121A,123.922,0.683,-0.928,2.04824658e-09,3.746048194e-10,-3.424277236e-10
111121A,125.456,0.886,-0.851,1.873636477e-09,3.41482739e-10,-3.205393887e-10
111121A,127.327,0.835,-0.985,1.771188959e-09,3.378122978e-10,-2.849365752e-10
111121A,128.944,0.997,-0.782,1.784372952e-09,3.315758016e-10,-2.954578577e-10
111121A,130.909,0.867,-0.967,1.783701619e-09,3.184206453e-10,-2.893807174e-10
111121A,132.619,0.771,-0.843,2.027584239e-09,3.613868713e-10,-3.260428112e-10
111121A,134.467,1.032,-1.078,1.527615728e-09,2.785058083e-10,-2.491567199e-10
111121A,136.312,0.892,-0.812,1.838784286e-09,3.394928696e-10,-3.072655495e-10
111121A,138.416,1.065,-1.212,1.3695833e-09,2.470885664e-10,-2.24183178e-10
111121A,140.406,1.018,-0.925,1.557155294e-09,2.899087809e-10,-2.662291431e-10
111121A,142.358,0.93,-0.934,1.698004065e-09,3.027262142e-10,-2.777899178e-10
111121A,144.442,0.805,-1.153,1.616272357e-09,2.878958787e-10,-2.596959168e-10
111121A,146.097,0.896,-0.85,1.787095301e-09,3.233451402e-10,-2.961002626e-10
111121A,148.025,1.084,-1.033,1.472782583e-09,2.544652319e-10,-2.486964295e-10
111121A,150.4,1.0,-1.29,1.382031066e-09,2.426384832e-10,-2.298814196e-10
111121A,152.357,0.929,-0.957,1.653229947e-09,2.954572636e-10,-2.776843508e-10
111121A,154.821,1.276,-1.536,1.091766602e-09,2.000473171e-10,-1.836352589e-10
111121A,157.799,1.651,-1.701,9.72887192e-10,1.733408769e-10,-1.580516677e-10
111121A,161.072,1.597,-1.622,9.29597867e-10,1.837954831e-10,-1.711952162e-10
111121A,164.132,1.091,-1.464,1.287270288e-09,2.32546735e-10,-2.105994471e-10
111121A,166.619,1.425,-1.397,1.182989743e-09,2.108944406e-10,-1.905393864e-10
111121A,169.137,1.327,-1.093,1.277567264e-09,2.310546757e-10,-2.097489244e-10
111121A,171.717,1.089,-1.253,1.299203015e-09,2.345937751e-10,-2.167727859e-10
111121A,174.499,1.95,-1.694,8.47396363e-10,1.513336763e-10,-1.378824754e-10
111121A,177.784,1.471,-1.335,1.07018432e-09,1.972843865e-10,-1.799362095e-10
111121A,180.811,1.872,-1.556,9.15962358e-10,1.662944396e-10,-1.491482109e-10
111121A,184.419,2.068,-1.736,8.25564102e-10,1.491512728e-10,-1.348112069e-10
111121A,187.717,1.579,-1.23,1.117837081e-09,2.019915779e-10,-1.826480018e-10
111121A,191.139,1.498,-1.843,1.024927153e-09,1.813651571e-10,-1.630076042e-10
