GRB,TriggerNumber,Observatory,Instrument,Filter,λ_eff,Time (s),Magnitude,Mag error,Source,E(B-V),Extinction,Flux (Jy)
210704A,Fermi,OAJ,T80,r',6141.12,96422.4,22.17,0.1,GCN 30401,0.007,0.016116030504714367,4.99427740187714e-06 ± 4.5998994783357343e-07
210704A,Fermi,Harold Johnson,RATIR,r,6149.31,111420.0,22.4,3-sigma,GCN 30390,0.007,0.016074694398225182,"4.040695525086981e-06 (+0.0, -inf)"
210704A,Fermi,Harold Johnson,RATIR,i,7531.29,111420.0,22.1,3-sigma,GCN 30390,0.007,0.011747989373297003,"5.30548932036383e-06 (+0.0, -inf)"
210704A,Fermi,Calar Alto,CAFOS,r,6520.18,177120,22.7,UL,GCN 30411,0.007,0.014833075757575757,"3.0616777580113234e-06 (+0.0, -inf)"
210704A,Fermi,Assy-Turgen,AZT-20,r',6141.12,338700.096,23.1,3-sigma,GCN 30440,0.007,0.016116030504714367,"2.120667892611996e-06 (+0.0, -inf)"
210704A,Fermi,Gemini North,GMOS,K,21751.15,384480,22.9,0.3,GCN 30433,0.007,0.0021424029815606573,2.516999968455407e-06 ± 6.954727927718285e-07
210704A,Fermi,Gemini North,GMOS,J,12746.62,475200.0,23.5,3-sigma,GCN 30442,0.007,0.004816464660162063,"1.4519539240127927e-06 (+0.0, -inf)"
210704A,Fermi,NOT,ALFOSC,g',4671.78,525744.0,23.78,0.11,GCN 30443,0.007,0.02344088484848485,1.1413073203779555e-06 ± 1.1563011778679944e-07
210704A,Fermi,NOT,ALFOSC,r',6141.12,526694.4,23.27,0.09,GCN 30443,0.007,0.016116030504714367,1.8133125240558296e-06 ± 1.50311029925893e-07
210704A,Fermi,SAO RAS,Zeiss-1000,R,6695.58,603298.368,23.1,0.3,GCN 30465,0.007,0.014191311025443331,2.1169118466694034e-06 ± 5.849243593588158e-07
210704A,Fermi,SAO RAS,Zeiss-1000,R,6695.58,772964.64,23.5,3-sigma,GCN 30465,0.007,0.014191311025443331,"1.4645451782310914e-06 (+0.0, -inf)"
210618A ,1056426,Swift,UVOT,White,3885.68,3803.0,21.2,3-sigma,GCN 30256,0.015,0.059763743963204295,"1.2703744381129299e-05 (+0.0, -inf)"
210618A ,1056426,Swift,UVOT,U,3520.95,3986.0,21.02,3-sigma,GCN 30256,0.015,0.06443384765625,"1.5059126725316221e-05 (+0.0, -inf)"
210618A ,1056426,Swift,UVOT,White,3885.68,4112.0,21.9,3-sigma,GCN 30256,0.015,0.059763743963204295,"6.6670198243227685e-06 (+0.0, -inf)"
210618A ,1056426,Swift,UVOT,B,4346.25,4191.5,20.37,3-sigma,GCN 30256,0.015,0.05418075,"2.714554396998506e-05 (+0.0, -inf)"
210618A ,1056426,Swift,UVOT,UVW2,2085.73,4602.0,21.83,3-sigma,GCN 30256,0.015,0.12930406348661636,"7.581373175567142e-06 (+0.0, -inf)"
210618A ,1056426,Swift,UVOT,V,5411.43,4775.0,19.19,3-sigma,GCN 30256,0.015,0.04125752483443708,"7.952968436596378e-05 (+0.0, -inf)"
210618A ,1056426,OAN/SPM,DDOTI,w,,12726,20.47,10-sigma,GCN 30251,0.015,,"nan"
210618A ,1056426,OSN,1.5m,I,8565.14,587520.0,20.9,UL,GCN 30322,0.015,0.02028623527285869,"1.614881811280838e-05 (+0.0, -inf)"
210413B,1043009,GECKO,LOAO,B,4380.74,185459.217,20.78,UL,GCN 29825,0.01,0.03582819438625891,"1.829605792911923e-05 (+0.0, -inf)"
210413B,1043009,GECKO,LOAO,V,5445.79,186062.483,20.347,UL,GCN 29825,0.01,0.02743837721518987,"2.7052138348248542e-05 (+0.0, -inf)"
210413B,1043009,GECKO,LOAO,R,6414.2,186666.417,19.594,UL,GCN 29825,0.01,0.021711061946902657,"5.384069702947088e-05 (+0.0, -inf)"
210413B,1043009,GECKO,LOAO,I,7978.8,187263.35,19.293,UL,GCN 29825,0.01,0.015372969837587007,"7.062776069562384e-05 (+0.0, -inf)"
210410A,1042113,Swift,UVOT,UVW2,2085.73,1065.0,18.73,3-sigma,GCN 29812,0.05,0.43101354495538785,"0.0001739528974164582 (+0.0, -inf)"
210410A,1042113,Swift,UVOT,V,5411.43,1082.5,16.99,3-sigma,GCN 29812,0.05,0.13752508278145695,"0.0006592289665475322 (+0.0, -inf)"
210410A,1042113,Swift,UVOT,UVM2,2245.78,4448.5,21.09,3-sigma,GCN 29812,0.05,0.38866675360329445,"1.9032373431980444e-05 (+0.0, -inf)"
210410A,1042113,Swift,UVOT,UVW1,2684.14,4655.5,20.81,3-sigma,GCN 29812,0.05,0.286926286944046,"2.2428321024958287e-05 (+0.0, -inf)"
210410A,1042113,Swift,UVOT,U,3520.95,4861.5,20.92,3-sigma,GCN 29812,0.05,0.21477949218750003,"1.896435366219928e-05 (+0.0, -inf)"
210410A,1042113,Swift,UVOT,B,4346.25,5011.0,19.57,3-sigma,GCN 29812,0.05,0.1806025,"6.371875021342428e-05 (+0.0, -inf)"
210410A,1042113,Ondrejov,D50,r',6202.58,6180.0,21.5,0.2,GCN 29780,0.05,0.11349210116731519,1.0125654144379713e-05 ± 1.8652144231729686e-06
210410A,1042113,Johnson,RATIR,r,6149.31,31518,23.79,0.3,GCN 29784,0.05,0.11481924570160845,1.2301383194065202e-06 ± 3.3989977879034427e-07
210410A,1042113,Johnson,RATIR,i,7531.29,31518,22.49,0.14,GCN 29784,0.05,0.08391420980926431,3.959058625777412e-06 ± 5.104998849442555e-07
210410A,1042113,Johnson,RATIR,Z,8788.01,31518,22.07,0.27,GCN 29784,0.05,0.06469474184782607,5.726696215247601e-06 ± 1.4241101764321313e-06
210410A,1042113,Johnson,RATIR,Y,10172.74,31518,21.14,0.18,GCN 29784,0.05,0.05046259473237044,1.3311018493116906e-05 ± 2.206782198346972e-06
210410A,1042113,Johnson,RATIR,J,12433.64,31518,20.24,0.11,GCN 29784,0.05,0.035734063772048845,3.0082912078625565e-05 ± 3.0478124558681256e-06
210410A,1042113,Johnson,RATIR,H,16112.7,31518,20.17,0.15,GCN 29784,0.05,0.023576573189985718,3.1729036053942574e-05 ± 4.383528325972727e-06
210410A,1042113,Akeno,MITSuME,g',4712.55,36000.0,19.3,5-sigma,GCN 29805,0.05,0.16536109307359306,"8.056950327333741e-05 (+0.0, -inf)"
210410A,1042113,Akeno,MITSuME,Rc,6479.38,36000.0,19.6,5-sigma,GCN 29805,0.05,0.10705443722943725,"5.7922596771042046e-05 (+0.0, -inf)"
210410A,1042113,Akeno,MITSuME,Ic,7845.53,36000.0,19.0,5-sigma,GCN 29805,0.05,0.07856898148148149,"9.805140959594439e-05 (+0.0, -inf)"
210323A,1038247,Nanshan,NEXT,r,,91.0,20.4,UL,GCN 29700,0.131,,"nan"
210323A,1038247,Swift,UVOT,White,3885.68,164.0,20.9,UL,GCN 29712,0.131,0.5219366972786509,"2.563308796098916e-05 (+0.0, -inf)"
210323A,1038247,Sayan,AZT-33IK,R,6695.58,197.856,18.4,0.25,GCN 29708,0.131,0.2655802491904395,0.0002024222969321819 ± 4.6609456340565644e-05
210323A,1038247,Sayan,AZT-33IK,R,6695.58,287.712,19.2,0.6031666666666667,GCN 29708,0.131,0.2655802491904395,9.688540266881068e-05 ± 5.382342885896728e-05
210323A,1038247,Sayan,AZT-33IK,R,6695.58,348.192,18.9,UL,GCN 29708,0.131,0.2655802491904395,"0.00012771983493591087 (+0.0, -inf)"
210323A,1038247,Swift,UVOT,U,3520.95,427.0,20.92,UL,GCN 29712,0.131,0.56272226953125,"2.6128540821327396e-05 (+0.0, -inf)"
210323A,1038247,Swift,UVOT,UVM2,2245.78,838.0,20.49,UL,GCN 29712,0.131,1.0183068944406315,"5.906755667746354e-05 (+0.0, -inf)"
210323A,1038247,Swift,UVOT,U,3520.95,899.5,20.32,UL,GCN 29712,0.131,0.56272226953125,"4.5406199893314654e-05 (+0.0, -inf)"
210323A,1038247,Swift,UVOT,V,5411.43,1027.5,17.69,UL,GCN 29712,0.131,0.3603157168874172,"0.00042476872772159545 (+0.0, -inf)"
210323A,1038247,Swift,UVOT,B,4346.25,1040.0,19.17,UL,GCN 29712,0.131,0.47317855,"0.00012058621647654502 (+0.0, -inf)"
210323A,1038247,Swift,UVOT,UVW1,2684.14,1077.0,20.01,UL,GCN 29712,0.131,0.7517468717934005,"7.189935553484685e-05 (+0.0, -inf)"
210323A,1038247,Kitab,ISON RC-36,CR,,2383.776,16.6,UL,GCN 29710,0.131,,"nan"
210323A,1038247,Swift,UVOT,White,3885.68,2518.5,21.3,UL,GCN 29712,0.131,0.5219366972786509,"1.7733764131701698e-05 (+0.0, -inf)"
210323A,1038247,Swift,UVOT,UVW2,2085.73,2820.5,21.13,UL,GCN 29712,0.131,1.1292554877831162,"3.6285110001892004e-05 (+0.0, -inf)"
210323A,1038247,MASTER,IAC ,C,,20379.0,16.5,UL,GCN 29702,0.131,,"nan"
210323A,1038247,NOT,ALFOSC,r,6141.12,26820.0,22.91,0.09,GCN 29703,0.131,0.3015999994453689,3.2859900850819393e-06 ± 2.723857842828928e-07
210323A,1038247,GTC,OSIRIS,r',6332.03,26939.52,23.03,0.15,GCN 29717,0.131,0.2884271338461539,2.906679197299785e-06 ± 4.0157257138910314e-07
210323A,1038247,Gemini North,GMOS,r,6224.52,62208,24.6,0.2,GCN 29720,0.131,0.2960072941634241,6.893331537774699e-07 ± 1.2697985951956597e-07
210119A,1017711,MASTER,SAAO,P\  ,,50.0,15.1,UL,GCN 29324,0.06,,"nan"
210119A,1017711,MASTER,SAAO,P\  ,,79.0,15.0,UL,GCN 29324,0.06,,"nan"
210119A,1017711,MASTER,SAAO,P\  ,,114.0,15.1,UL,GCN 29324,0.06,,"nan"
210119A,1017711,MASTER,SAAO,C ,,119.0,12.3,UL,GCN 29324,0.06,,"nan"
210119A,1017711,MASTER,SAAO,P\  ,,158.0,15.0,UL,GCN 29324,0.06,,"nan"
210119A,1017711,MASTER,OAFA,unfiltered,,,17.0,,GCN 29325,0.06,,"nan"
201221D,1014037,La Palma,FRAM-ORM,R,6695.58,37.6,16.9,UL,GCN 29125,0.02,0.04054660292983809,"0.0006550054145764263 (+0.0, -inf)"
201221D,1014037,Nanshan,NEXT,r,,65.0,21.3,UL,GCN 29118,0.02,,"nan"
201221D,1014037,Swift,UVOT,White,3885.68,167.0,21.1,3-sigma,GCN 29129,0.02,0.07968499195093906,"1.4187316118534615e-05 (+0.0, -inf)"
201221D,1014037,Swift,UVOT,U,3520.95,429.5,20.32,3-sigma,GCN 29129,0.02,0.085911796875,"2.9267859912562658e-05 (+0.0, -inf)"
201221D,1014037,Swift,UVOT,V,5411.43,2645.5,19.19,3-sigma,GCN 29129,0.02,0.055010033112582776,"8.054345628855387e-05 (+0.0, -inf)"
201221D,1014037,Swift,UVOT,U,3520.95,2707.5,20.42,3-sigma,GCN 29129,0.02,0.085911796875,"2.6692605485007508e-05 (+0.0, -inf)"
201221D,1014037,Swift,UVOT,UVW1,2684.14,2876.0,21.21,3-sigma,GCN 29129,0.02,0.11477051477761839,"1.3241416762219058e-05 (+0.0, -inf)"
201221D,1014037,Swift,UVOT,White,3885.68,4147.0,21.8,3-sigma,GCN 29129,0.02,0.07968499195093906,"7.445609339928792e-06 (+0.0, -inf)"
201221D,1014037,Swift,UVOT,UVW2,2085.73,4353.0,21.63,3-sigma,GCN 29129,0.02,0.17240541798215514,"9.483931665653427e-06 (+0.0, -inf)"
201221D,1014037,Swift,UVOT,UVM2,2245.78,4763.0,21.19,3-sigma,GCN 29129,0.02,0.15546670144131777,"1.400273692062894e-05 (+0.0, -inf)"
201221D,1014037,NOT,ALFOSC,r,6141.12,6012,23.1,0.3,GCN 29117,0.02,0.046045801442041054,2.1799401461112093e-06 ± 6.023397220865919e-07
201221D,1014037,LCO,Sinistro,g,4770.0,33326.0,22.8,5-sigma,GCN 29141,0.02,0.0652029149797571,"2.9248757036251427e-06 (+0.0, -inf)"
201221D,1014037,LCO,Sinistro,r,6215.0,33326.0,22.2,5-sigma,GCN 29141,0.02,0.04528085603112841,"4.990437160444304e-06 (+0.0, -inf)"
201221D,1014037,LCO,Sinistro,i,7545.0,33326.0,21.5,5-sigma,GCN 29141,0.02,0.03346855585831063,"9.406188359183464e-06 (+0.0, -inf)"
201221D,1014037,MASTER,OAFA,C,,33608.0,17.5,UL,GCN 29122,0.02,,"nan"
201221D,,MMT,MMIRS,J,12452.99,34560.0,21.9,3-sigma,Rastinejad+2021,0.02,0.01424899185888738,"6.3933112153879944e-06 (+0.0, -inf)"
201221D,1014037,Discovery,LMI,r,6141.12,36396,23.9,0,GCN 29128,0.02,0.046045801442041054,1.0433849533910372e-06 ± 0.0
201221D,1014037,Discovery,LMI,i,7457.89,36396,23.7,0,GCN 29128,0.02,0.03422317429577464,1.2408392388138238e-06 ± 0.0
201221D,1014037,LBT,LUCI,J,12300.0,216000.0,21.7,0.3,GCN 29311,0.02,0.0146143986961743,7.689038020450556e-06 ± 2.1245597190424677e-06
201221D,1014037,ARIES,DOT,r,,,23.46,0.09,GCN 29148,0.02,,"nan"
201214B,1012872,MASTER,Tavrida,C,,27165.0,18.6,UL,GCN 29044,0.016,,"nan"
201214B,1012872,MASTER,Tavrida,C,,27483.0,18.5,UL,GCN 29044,0.016,,"nan"
201214B,1012872,MASTER,Tavrida,C,,27867.0,18.4,UL,GCN 29044,0.016,,"nan"
201214B,1012872,MASTER,Tavrida,C,,28027.0,18.4,UL,GCN 29044,0.016,,"nan"
201214B,1012872,MASTER,Tavrida,C,,28106.0,18.9,UL,GCN 29044,0.016,,"nan"
201214B,1012872,MASTER,Tavrida,C,,28186.0,18.4,UL,GCN 29044,0.016,,"nan"
201214B,1012872,MASTER,Tavrida,C,,28421.0,18.4,UL,GCN 29044,0.016,,"nan"
201214B,1012872,MASTER,Tavrida,C,,28500.0,18.9,UL,GCN 29044,0.016,,"nan"
201214B,1012872,MASTER,Tavrida,C,,28580.0,18.5,UL,GCN 29044,0.016,,"nan"
201214B,1012872,MASTER,Tavrida,C,,28659.0,18.6,UL,GCN 29044,0.016,,"nan"
201214B,1012872,MASTER,Tavrida,C,,28739.0,18.9,UL,GCN 29044,0.016,,"nan"
201214B,1012872,MASTER,Tavrida,C,,28818.0,19.0,UL,GCN 29044,0.016,,"nan"
201214B,1012872,MASTER,Tavrida,C,,28897.0,19.1,UL,GCN 29044,0.016,,"nan"
201214B,1012872,Akeno,MITSuME,g',4712.55,103680.0,20.9,UL,GCN 29056,0.016,0.05291554978354978,"1.6641499980612303e-05 (+0.0, -inf)"
201214B,1012872,Akeno,MITSuME,Rc,6479.38,103680.0,21.0,UL,GCN 29056,0.016,0.03425741991341992,"1.4918639406081898e-05 (+0.0, -inf)"
201214B,1012872,Akeno,MITSuME,Ic,7845.53,103680.0,20.3,UL,GCN 29056,0.016,0.025142074074074074,"2.818922126564011e-05 (+0.0, -inf)"
201006A,998907,MASTER,Tavrida,C,,71.0,17.1,UL,GCN 28559,1.27,,"nan"
201006A,998907,MASTER,Tavrida,C,,107.0,17.5,UL,GCN 28559,1.27,,"nan"
201006A,998907,MASTER,Tavrida,C,,152.0,17.8,UL,GCN 28559,1.27,,"nan"
201006A,998907,Swift,UVOT,White,3885.68,163.0,21.9,3-sigma,GCN 28565,1.27,5.05999698888463,"0.0006668452230788575 (+0.0, -inf)"
201006A,998907,MASTER,Tavrida,C,,207.0,18.0,UL,GCN 28559,1.27,,"nan"
201006A,998907,Swift,UVOT,U,3520.95,424.5,21.22,3-sigma,GCN 28565,1.27,5.4553991015625005,"0.0017955019847744188 (+0.0, -inf)"
201006A,998907,Swift,UVOT,U,3520.95,511.0,21.32,3-sigma,GCN 28565,1.27,5.4553991015625005,"0.0016375172721993158 (+0.0, -inf)"
201006A,998907,Swift,UVOT,White,3885.68,813.5,21.8,3-sigma,GCN 28565,1.27,5.05999698888463,"0.0007311812473082069 (+0.0, -inf)"
201006A,998907,Swift,UVOT,V,5411.43,1026.0,18.89,3-sigma,GCN 28565,1.27,3.4931371026490066,"0.002519306980266704 (+0.0, -inf)"
201006A,998907,Swift,UVOT,B,4346.25,1038.0,19.67,3-sigma,GCN 28565,1.27,4.5873035,"0.0033647100776241085 (+0.0, -inf)"
201006A,998907,Swift,UVOT,UVW1,2684.14,1075.0,20.21,3-sigma,GCN 28565,1.27,7.287927688378767,"0.024614857407053253 (+0.0, -inf)"
201006A,998907,Swift,UVOT,UVW2,2085.73,1215.0,19.03,3-sigma,GCN 28565,1.27,10.947744041866851,"2.1238501215129033 (+0.0, -inf)"
201006A,998907,Akeno,MITSuME,g',4712.55,43920.0,19.5,5-sigma,GCN 28571,1.27,4.200171764069264,"0.0027548309562435264 (+0.0, -inf)"
201006A,998907,Akeno,MITSuME,Rc,6479.38,43920.0,19.4,5-sigma,GCN 28571,1.27,2.719182705627706,"0.0007721458314189739 (+0.0, -inf)"
201006A,998907,Akeno,MITSuME,Ic,7845.53,43920.0,18.9,5-sigma,GCN 28571,1.27,1.9956521296296297,"0.0006284736890946996 (+0.0, -inf)"
201006A,998907,Indian Astronomical Observatory (Hanle),GROWTH-India Telescope,r',6202.58,62100.0,20.09,UL,GCN 28573,1.27,2.8826993696498056,"0.0004754512535486828 (+0.0, -inf)"
201006A,998907,Discovery,LMI,i,7457.89,124416,23.8,3-sigma,GCN 28572,1.27,2.1731715677816896,"8.1151186884704e-06 (+0.0, -inf)"
200907B,995004,Swift,UVOT,White,3885.68,158.5,21.2,3-sigma,GCN 28400,0.61,2.430392254503641,"0.00011276729182535795 (+0.0, -inf)"
200907B,995004,Swift,UVOT,U,3520.95,421.0,20.72,3-sigma,GCN 28400,0.61,2.6203098046875,"0.00020900186947134827 (+0.0, -inf)"
200907B,995004,Swift,UVOT,UVM2,2245.78,660.0,19.99,3-sigma,GCN 28400,0.61,4.741734393960192,"0.0028888168360416944 (+0.0, -inf)"
200907B,995004,Swift,UVOT,V,5411.43,722.0,17.69,3-sigma,GCN 28400,0.61,1.6778060099337746,"0.0014293831325085584 (+0.0, -inf)"
200907B,995004,Swift,UVOT,U,3520.95,2389.0,21.42,3-sigma,GCN 28400,0.61,2.6203098046875,"0.00010968574030471269 (+0.0, -inf)"
200907B,995004,Swift,UVOT,UVW1,2684.14,2476.0,20.71,3-sigma,GCN 28400,0.61,3.5005007007173607,"0.00047448941571262733 (+0.0, -inf)"
200907B,995004,Swift,UVOT,White,3885.68,2488.0,21.8,3-sigma,GCN 28400,0.61,2.430392254503641,"6.489080334166483e-05 (+0.0, -inf)"
200907B,995004,Swift,UVOT,B,4346.25,2619.0,19.27,3-sigma,GCN 28400,0.61,2.2033505,"0.0005412107930753558 (+0.0, -inf)"
200907B,995004,Swift,UVOT,UVW2,2085.73,2824.5,20.93,3-sigma,GCN 28400,0.61,5.258365248455732,"0.0019560157538488837 (+0.0, -inf)"
200826A,Fermi,Palomar,ZTF, g      ,4722.74,18252.0,20.86,0.048,GCN 28295,0.07,0.23087059633027526,2.0341102462436258e-05 ± 8.992726906573481e-07
200826A,Fermi,Palomar,ZTF, r      ,6339.61,19908.0,20.7,0.05,GCN 28295,0.07,0.15385135976331366,2.195668608547113e-05 ± 1.0111427614391124e-06
200826A,Fermi,Palomar,ZTF, g      ,4722.74,24012.0,20.96,0.168,GCN 28295,0.07,0.23087059633027526,1.8551305930191017e-05 ± 2.870512544956888e-06
200826A,Fermi,Swift,UVOT,White,3885.68,155180.0,22.66,0.13,GCN 28300,0.07,0.2788974718282867,4.051214492769071e-06 ± 4.85069837177718e-07
200716C,982707,La Palma,FRAM-ORM,R,6695.58,36.5,16.1,,GCN 28149,0.01,0.020273301464919045,"0.001343184184489586 (+nan, -nan)"
200716C,982707,BOOTES,BOOTES-1B,clear,,72.0,16.8,,GCN 28126,0.01,,"nan"
200716C,982707,MASTER,IAC,P|,,84.0,15.5,UL,GCN 28122,0.01,,"nan"
200716C,982707,MASTER,IAC,P|,,121.0,16.1,UL,GCN 28122,0.01,,"nan"
200716C,982707,MASTER,IAC,,,268.0,16.3,0.3,GCN 28125,0.01,,"nan"
200716C,982707,Etelman,VIRT,R,6695.58,10080.0,17.1,0.2,GCN 28146,0.01,0.020273301464919045,0.0005347312552193564 ± 9.850113736208676e-05
200716C,982707,HCT,HFOSC,R,6695.58,65333.0,17.55,0.18,GCN 28138,0.01,0.020273301464919045,0.00035329343676830666 ± 5.8571150468784295e-05
200716C,982707,HCT,HFOSC,I,8565.14,66352.0,17.19,0.15,GCN 28138,0.01,0.013524156848572461,0.0004891430775150519 ± 6.757761351764338e-05
200716C,982707,Kitab,ISON RC-36,R,6695.58,68214.528,18.2,0.3,GCN 28154,0.01,0.020273301464919045,0.00019414918396981875 ± 5.3645402019103587e-05
200716C,982707,CrAO,ZTSh,R,6695.58,73211.04,19.04,0.03,GCN 28151,0.01,0.020273301464919045,8.95644306518338e-05 ± 2.474756674576937e-06
200716C,982707,CrAO,ZTSh,R,6695.58,75187.872,19.21,0.03,GCN 28151,0.01,0.020273301464919045,7.658356330885145e-05 ± 2.1160820549199255e-06
200716C,982707,Calar Alto,CAFOS,r',6155.36,78061.968,19.67,0.07,GCN 28152,0.01,0.02292022739877982,5.025674301430685e-05 ± 3.2401719640409175e-06
200716C,982707,Terskol,Zeiss-2000,R,6695.58,158391.072,19.21,0.06,GCN 28151,0.01,0.020273301464919045,7.658356330885145e-05 ± 4.232164109839851e-06
200716C,982707,CrAO,ZTSh,R,6695.58,160058.592,19.21,0.06,GCN 28151,0.01,0.020273301464919045,7.658356330885145e-05 ± 4.232164109839851e-06
200716C,982707,Assy-Turgen,AZT-20,r',6202.58,240249.024,19.31,0.03,GCN 28151,0.01,0.022698420233463037,7.000122127747515e-05 ± 1.9342052232587025e-06
200623A,,LBT,LBC,r,6232.91,182304.0,26.0,3-sigma,Rastinejad+2021,0.012,0.027060796680497927,"1.482008066810428e-07 (+0.0, -inf)"
200522A,973628,Swift,UVOT,White,3885.68,432.0,21.3,3-sigma,arXiv:2012.00026,0.03,0.11952748792640859,"1.2241573488822083e-05 (+0.0, -inf)"
200522A,973628,Swift,UVOT,White,3885.68,523.0,20.3,3-sigma,GCN 27783,0.03,0.11952748792640859,"3.074944234689961e-05 (+0.0, -inf)"
200522A,973628,Swift,UVOT,White,3885.68,523.0,20.3,3-sigma,GCN 27783,0.03,0.11952748792640859,"3.074944234689961e-05 (+0.0, -inf)"
200522A,973628,Swift,UVOT,V,5411.43,614.5,17.19,3-sigma,GCN 27783,0.03,0.08251504966887416,"0.0005212334381514299 (+0.0, -inf)"
200522A,973628,Swift,UVOT,U,3520.95,4147.2,22.12,3-sigma,arXiv:2012.00026,0.03,0.1288676953125,"5.801941252413932e-06 (+0.0, -inf)"
200522A,973628,Swift,UVOT,White,3885.68,4579.2,21.6,3-sigma,arXiv:2012.00026,0.03,0.11952748792640859,"9.28618313169218e-06 (+0.0, -inf)"
200522A,973628,Swift,UVOT,U,3520.95,16416.0,22.32,3-sigma,arXiv:2012.00026,0.03,0.1288676953125,"4.825844535823966e-06 (+0.0, -inf)"
200522A,973628,BOOTES,BOOTES-3,clear,,24192.0,18.1,3-sigma,GCN 27784,0.03,,"nan"
200522A,973628,LCO,Sinistro,R,6312.69,56160.0,22.1,3-sigma,2021ApJ...906..127F,0.03,0.06634726508875739,"5.579112964007991e-06 (+0.0, -inf)"
200522A,973628,LCO,Sinistro,I,8592.35,59616.0,20.4,3-sigma,2021ApJ...906..127F,0.03,0.04033056017347307,"2.6071047025093903e-05 (+0.0, -inf)"
200522A,973628,Gemini North,GMOS,r,6224.52,183168.0,22.2,3-sigma,GCN 27822,0.03,0.06778792996108948,"5.094967533347675e-06 (+0.0, -inf)"
200522A,973628,Gemini North,GMOS,r,6224.52,183168.0,22.3,3-sigma,arXiv:2012.00026,0.03,0.06778792996108948,"4.646665616579531e-06 (+0.0, -inf)"
200522A,973628,Gemini North,GMOS,r,6224.52,269568.0,26.0,0.04,arXiv:2012.00026,0.03,0.06778792996108948,1.5386555967725742e-07 ± 5.668616704608619e-09
200522A,973628,Hubble,WFC3,F125W,12364.65,299808.0,24.9,0.08,arXiv:2012.00026,0.03,0.021679141791044774,4.0616070630785857e-07 ± 2.992702680654105e-08
200522A,973628,Hubble,WFC3,F125W,12364.65,304128.0,24.53,0.15,2021ApJ...906..127F,0.03,0.021679141791044774,5.710812555030189e-07 ± 7.889779114857451e-08
200522A,973628,Hubble,WFC3,F160W,15279.08,311040.0,20.7,,GCN 27826,0.03,0.015330472746410044,"1.9326732604887563e-05 (+nan, -nan)"
200522A,973628,Hubble,WFC3,,15279.08,311040.0,23.7,,GCN 27826,0.03,0.015330472746410044,"1.2194343881858644e-06 (+nan, -nan)"
200522A,973628,Hubble,WFC3,F125W,12364.65,311040.0,23.8,0.3,GCN 27827,0.03,0.021679141791044774,1.1186594754812014e-06 ± 3.090970358855463e-07
200522A,973628,Hubble,WFC3,F160W,15279.08,311904.0,24.71,0.07,arXiv:2012.00026,0.03,0.015330472746410044,4.81014798821612e-07 ± 3.101217014773287e-08
200522A,973628,Hubble,WFC3,F160W,15279.08,316224.0,24.61,0.15,2021ApJ...906..127F,0.03,0.015330472746410044,5.274222389300992e-07 ± 7.286607510443941e-08
200522A,973628,Hubble,WFC3,F125W,12364.65,1410048.0,27.2,3-sigma,arXiv:2012.00026,0.03,0.021679141791044774,"4.883125719330247e-08 (+0.0, -inf)"
200522A,973628,Hubble,WFC3,F125W,12364.65,1415232.0,27.5,3-sigma,2021ApJ...906..127F,0.03,0.021679141791044774,"3.704229666732184e-08 (+0.0, -inf)"
200522A,973628,Hubble,WFC3,,12364.65,1416960,26.8,<3-sigma,GCN 27904,0.03,0.021679141791044774,"7.058264120272258e-08 (+0.0, -inf)"
200522A,973628,Hubble,WFC3,,12364.65,1416960,28.1,<3-sigma,GCN 27904,0.03,0.021679141791044774,"2.1315616873068047e-08 (+0.0, -inf)"
200411A,965784,Swift,UVOT,White,3885.68,133.0,21.6,3-sigma,GCN 27539,0.02,0.07968499195093906,"8.95159130345162e-06 (+0.0, -inf)"
200411A,965784,Swift,UVOT,U,3520.95,395.0,21.42,3-sigma,GCN 27539,0.02,0.085911796875,"1.0626517644337091e-05 (+0.0, -inf)"
200411A,965784,Swift,UVOT,UVM2,2245.78,636.0,19.79,3-sigma,GCN 27539,0.02,0.15546670144131777,"5.084086482599419e-05 (+0.0, -inf)"
200411A,965784,Swift,UVOT,White,3885.68,799.0,22.0,3-sigma,GCN 27539,0.02,0.07968499195093906,"6.1929881027364664e-06 (+0.0, -inf)"
200411A,965784,Swift,UVOT,U,3520.95,880.0,22.02,3-sigma,GCN 27539,0.02,0.085911796875,"6.114922647369525e-06 (+0.0, -inf)"
200411A,965784,Swift,UVOT,UVW2,2085.73,898.0,20.93,3-sigma,GCN 27539,0.02,0.17240541798215514,"1.8071259240750327e-05 (+0.0, -inf)"
200411A,965784,Swift,UVOT,B,4346.25,934.0,20.17,3-sigma,GCN 27539,0.02,0.072241,"3.318353499376634e-05 (+0.0, -inf)"
200411A,965784,Swift,UVOT,V,5411.43,1009.0,18.49,3-sigma,GCN 27539,0.02,0.055010033112582776,"0.00015347239204682936 (+0.0, -inf)"
200411A,965784,Swift,UVOT,UVW1,2684.14,1058.5,20.31,3-sigma,GCN 27539,0.02,0.11477051477761839,"3.0334333337384575e-05 (+0.0, -inf)"
200411A,965784,MASTER,SAAO,C,,46792.0,18.9,UL,GCN 27542,0.02,,"nan"
200411A,965784,MASTER,SAAO,,,46794.0,18.9,UL,GCN 27542,0.02,,"nan"
200411A,965784,MASTER,SAAO,,,47360.0,17.8,UL,GCN 27542,0.02,,"nan"
200411A,965784,MASTER,SAAO,,,47363.0,17.8,UL,GCN 27542,0.02,,"nan"
